claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,state,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,Unem_rate
158,28,M,1,92,33305,1,0,Rent,80109,10/27/2015,2,0,92,1,3946.408329,8,19317.27869,12991.25514,0,2015,27,39.36,-104.9,CO,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
159,51,M,0,80,39328,1,0,Rent,15012,3/22/2016,0,0,87,0,4062.595137,7,6478.250899,14135.08587,0,2016,22,40.12,-79.86,PA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.3
160,46,F,1,88,38278,1,0,Own,80047,6/15/2015,0,0,49,1,1286.658045,8,15825.76215,38411.00263,0,2015,15,39.69,-104.81,CO,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9
161,38,M,1,46,36382,0,0,Rent,85037,7/25/2016,0,1,55,0,3734.335783,8,21895.93621,37278.35856,0,2016,25,33.48,-112.25,AZ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3
162,42,M,1,91,37384,0,1,Rent,20152,11/30/2016,2,0,49,1,8115.719809,4,21041.91676,32245.07493,0,2016,30,38.92,-77.5,VA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
163,40,F,1,59,36891,0,0,Rent,15032,4/22/2015,0,0,27,0,5450.951543,6,26281.40145,33750.65411,0,2015,22,40.64,-79.84,PA,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
164,22,M,1,71,30911,0,0,Rent,15022,4/17/2016,1,1,48,0,5274.634531,10,35724.7214,20271.66068,0,2016,17,40.13,-79.9,PA,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
165,53,M,1,57,39692,1,0,Rent,85082,2/4/2015,0,1,75,1,5768.062532,3,34238.30965,31713.20335,0,2015,4,33.46,-111.98,AZ,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.3
166,56,F,1,70,40258,1,1,Rent,15010,7/24/2015,0,0,99,1,6148.332688,4,13896.45906,35873.61876,0,2015,24,40.76,-80.32,PA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.3
167,52,M,1,86,39526,1,0,Rent,80023,3/25/2015,0,1,50,1,5204.923027,2,36928.31072,21649.17331,0,2015,25,39.96,-105.02,CO,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.2
169,52,F,0,78,39514,1,1,Rent,80022,6/15/2015,1,1,4,1,2960.049707,3,14237.41558,13561.59416,0,2015,15,39.88,-104.8,CO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9
171,58,F,0,84,40600,0,0,Own,15010,9/27/2015,0,1,32,1,9126.978739,8,39933.19714,25573.20028,0,2015,27,40.76,-80.32,PA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2
173,61,M,1,40,41114,1,0,Own,15001,9/7/2016,1,0,7,1,11188.70141,7,36338.65456,16730.27499,0,2016,7,40.61,-80.25,PA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.5
175,25,M,1,81,32191,1,1,Rent,50052,11/12/2015,0,0,2,0,1216.997259,5,16102.30298,4735.711061,0,2015,12,40.63,-93.45,IA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
177,40,M,0,69,36890,0,0,Own,85023,10/1/2015,0,0,73,1,4252.04811,4,6884.202534,40497.26609,0,2015,1,33.63,-112.09,AZ,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8
178,45,F,1,88,38066,1,1,Own,85024,10/19/2015,0,1,94,1,3335.733492,7,23314.03707,17736.95324,0,2015,19,33.68,-112.04,AZ,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8
179,57,M,0,73,40419,1,1,Own,50013,8/23/2015,0,1,39,0,2916.523076,7,16323.05884,27329.18696,1,2015,23,42.02,-93.62,IA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.7
180,22,F,1,88,30896,0,0,Rent,80027,12/13/2016,0,0,98,0,5765.7997,6,60513.13642,11983.34447,0,2016,13,39.96,-105.14,CO,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9
182,24,F,1,39,31786,1,0,Rent,80101,10/9/2015,0,0,80,1,6022.258251,8,8327.329294,17024.45674,0,2015,9,39.47,-103.95,CO,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
183,36,F,1,96,35828,1,1,Own,50050,12/16/2016,0,1,84,1,6636.546243,5,17850.07776,23165.10776,0,2016,16,42.15,-94.47,IA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
185,37,M,1,57,36106,1,1,Own,80046,11/5/2015,0,1,95,0,2156.223939,5,12790.99136,31471.96969,0,2015,5,39.69,-104.81,CO,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
186,48,F,1,38,38717,1,1,Own,85030,7/21/2015,1,0,0,1,3342.76429,3,18511.4928,13840.75141,0,2015,21,33.45,-112.07,AZ,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
187,33,M,0,77,34962,1,1,Rent,15001,10/22/2016,1,0,22,0,3104.452494,2,42454.15714,22338.93711,0,2016,22,40.61,-80.25,PA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.5
188,54,F,1,85,39895,1,1,Own,50022,7/29/2016,1,0,31,1,2461.691792,4,9410.239639,27203.35031,0,2016,29,41.39,-95.01,IA,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
189,55,M,1,66,40082,1,1,Own,80022,2/3/2016,0,1,35,0,3029.561522,5,8920.516432,24350.10476,0,2016,3,39.88,-104.8,CO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4
190,48,M,1,98,38696,1,0,Own,85053,1/31/2015,0,1,50,1,2713.186754,9,11178.16212,30078.0509,0,2015,31,33.62,-112.13,AZ,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
193,39,F,1,74,36639,1,0,Rent,20104,3/29/2016,1,0,43,1,5034.105527,4,19699.5148,48433.9752,1,2016,29,38.92,-77.35,VA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
194,34,M,0,64,35268,0,0,Own,50021,5/20/2015,1,1,6,1,4495.366963,6,16683.05473,15895.94911,0,2015,20,41.72,-93.6,IA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
195,56,F,1,84,40273,1,1,Rent,20118,2/21/2016,0,0,0,1,4958.121964,7,15791.4311,21267.48745,0,2016,21,38.97,-77.74,VA,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
197,41,F,1,84,37138,1,1,Own,15025,11/27/2016,0,0,87,0,8846.651091,4,16976.0845,37082.79289,0,2016,27,40.29,-79.88,PA,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4
199,29,F,1,51,33681,1,1,Rent,20135,4/25/2016,1,0,5,1,2116.21426,2,38921.34216,10843.09725,0,2016,25,39.11,-77.83,VA,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
200,46,M,0,90,38284,1,0,Rent,15030,4/22/2016,2,0,0,1,2817.374483,5,15948.27634,36568.61619,0,2016,22,40.58,-79.78,PA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
204,34,F,1,71,35264,0,0,Own,20132,2/24/2016,0,1,15,1,7040.934617,5,19299.12811,18551.98922,0,2016,24,39.13,-77.71,VA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
208,55,F,0,67,40088,1,1,Own,50054,3/5/2016,0,0,2,0,2369.16912,6,24521.08786,4651.624374,0,2016,5,41.67,-93.24,IA,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
209,45,F,1,77,38079,1,1,Own,50002,10/1/2015,0,0,61,0,5703.399697,2,11123.72718,15577.15912,0,2015,1,41.5,-94.64,IA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.7
210,53,F,0,63,39696,1,1,Own,50025,1/2/2015,0,0,79,1,7317.038348,2,40300.98219,28176.30651,0,2015,2,41.71,-94.92,IA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9
211,32,M,1,81,34668,1,0,Rent,80110,10/25/2015,2,0,49,1,6985.534407,3,28568.51952,11101.0379,0,2015,25,39.64,-104.99,CO,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
213,54,M,1,83,39892,1,1,Rent,15006,4/3/2015,0,1,55,1,2561.150058,7,4281.449844,13549.10892,0,2015,3,40.63,-79.88,PA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4
214,40,M,0,74,36882,1,0,Rent,80035,7/22/2016,0,1,91,1,4953.767076,2,18877.34856,27404.07712,0,2016,22,39.88,-105.05,CO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3
215,41,F,1,68,37133,1,0,Rent,85020,1/14/2016,0,0,99,0,5914.754935,7,14950.52039,34541.4241,0,2016,14,33.57,-112.05,AZ,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.7
216,52,M,1,73,39505,1,0,Own,15021,7/28/2015,3,0,77,0,2275.165594,8,26074.25929,16176.90248,0,2015,28,40.38,-80.39,PA,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3
217,56,M,0,86,40266,1,0,Rent,15021,6/14/2015,1,0,17,1,3968.530851,10,8148.66297,38556.39829,0,2015,14,40.38,-80.39,PA,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.3
219,34,M,0,62,35269,1,1,Own,80014,12/31/2015,0,0,50,1,5789.134785,5,25412.59294,15757.35108,0,2015,31,39.66,-104.84,CO,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
220,35,M,0,56,35553,0,1,Rent,80033,1/21/2016,0,1,38,0,2979.609863,6,18407.65331,50462.45071,0,2016,21,39.77,-105.09,CO,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
221,36,F,1,84,35846,0,0,Rent,15020,8/6/2015,1,0,39,1,6152.627333,6,8370.168773,22698.38452,0,2015,6,40.23,-79.95,PA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2
222,38,M,0,73,36377,1,0,Rent,80033,4/6/2015,0,1,0,1,5629.780509,4,24109.76685,38976.46223,0,2015,6,39.77,-105.09,CO,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
223,52,M,1,52,39522,1,0,Own,50040,2/14/2016,0,0,50,1,5772.098498,13,17774.4215,5646.334021,0,2016,14,42.17,-94.1,IA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.6
227,35,M,1,82,35546,1,1,Own,50003,2/13/2016,4,0,25,1,4698.815476,5,10280.04144,11468.8452,0,2016,13,41.61,-94.02,IA,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.6
228,34,F,1,97,35268,1,1,Own,20120,9/15/2016,0,0,12,1,1634.839251,3,26726.72534,17240.26451,1,2016,15,38.84,-77.44,VA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.2
230,20,M,0,71,29954,1,1,Rent,50012,4/16/2015,0,1,49,1,3437.45185,7,31812.19033,16692.14338,0,2015,16,42.03,-93.65,IA,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
232,22,F,1,98,30906,0,0,Rent,50029,2/17/2015,0,0,45,0,6959.449217,4,27505.16887,13140.30695,0,2015,17,41.85,-94.55,IA,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9
233,62,M,1,85,41270,1,0,Own,20106,12/8/2016,3,0,80,1,5693.607468,8,38790.10093,13387.79056,0,2016,8,38.67,-77.99,VA,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1
235,34,F,1,96,35265,1,1,Own,85029,1/9/2016,2,0,50,0,4229.660181,3,43115.6692,29369.68377,0,2016,9,33.59,-112.1,AZ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
236,56,M,1,88,40250,0,0,Rent,85001,2/7/2015,0,0,94,1,5750.805851,4,46795.6081,15226.53732,0,2015,7,33.45,-112.06,AZ,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.3
237,32,F,0,85,34648,1,1,Own,85080,5/14/2016,0,0,76,0,2702.432549,5,21789.75994,18700.9019,0,2016,14,33.63,-112.11,AZ,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
238,50,F,1,89,39128,1,0,Rent,50057,3/1/2015,1,0,99,0,6189.95955,6,12527.84909,20439.67604,0,2015,1,41.18,-93.15,IA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9
241,80,M,0,59,43828,1,0,Own,20159,6/21/2015,0,0,84,0,4185.839004,1,9203.338836,22017.81528,0,2015,21,39.13,-77.66,VA,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5
242,51,M,1,63,39326,1,1,Own,50036,7/5/2015,2,0,80,1,1911.01975,2,53162.50515,19582.85249,0,2015,5,42.05,-93.87,IA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.7
245,52,M,0,74,39522,1,0,Rent,85042,1/12/2015,0,0,13,0,6412.88499,5,24187.8776,17139.19053,0,2015,12,33.37,-112.03,AZ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
248,48,F,1,25,38707,0,0,Rent,80005,5/23/2015,0,0,50,1,3404.837697,1,18189.11257,11611.15328,0,2015,23,39.85,-105.13,CO,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
256,47,M,1,95,38502,0,0,Own,85008,8/20/2016,2,1,100,1,3762.774234,2,9292.721035,20914.33802,0,2016,20,33.46,-111.98,AZ,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.3
257,25,M,0,75,32203,1,1,Rent,85074,8/4/2015,2,0,0,0,4653.153173,3,82404.59158,18950.39313,0,2015,4,33.45,-112.09,AZ,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
258,48,F,1,72,38715,1,0,Rent,80020,10/4/2016,0,0,76,1,2635.051395,5,31497.50588,32584.73013,0,2016,4,39.94,-105.06,CO,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1
260,34,F,1,78,35257,0,1,Own,20163,4/20/2016,2,0,64,0,6612.770279,8,21568.53426,25739.78456,0,2016,20,39,-77.4,VA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
261,37,M,1,89,36107,0,1,Rent,20103,10/5/2016,1,1,83,1,2564.30927,5,14136.45386,33443.971,0,2016,5,38.92,-77.35,VA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
262,38,M,0,61,36374,1,1,Own,80018,6/1/2015,1,0,10,1,4599.977695,3,11219.44187,12576.6895,0,2015,1,39.69,-104.69,CO,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9
266,52,M,1,84,39509,1,0,Rent,20147,12/13/2015,0,1,3,1,6011.649372,6,22527.25849,12877.42713,0,2015,13,39.04,-77.48,VA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1
268,44,F,0,81,37841,1,1,Own,20107,9/11/2016,1,0,0,1,3411.935273,5,44758.48747,44783.25431,1,2016,11,38.96,-77.52,VA,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
271,33,F,1,67,34980,1,1,Own,85037,3/27/2016,0,0,50,1,7533.21834,3,21992.21936,24978.47619,0,2016,27,33.48,-112.25,AZ,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
274,49,F,0,79,38931,1,1,Own,20109,9/26/2015,1,0,50,1,8592.558578,6,14693.0375,16483.78137,1,2015,26,38.79,-77.53,VA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
275,60,F,1,71,40952,1,0,Own,50038,10/23/2015,1,0,70,1,4998.742216,6,61685.36327,28952.12913,0,2015,23,41.53,-93.9,IA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7
277,52,M,1,50,39500,1,0,Rent,80031,5/22/2015,0,0,8,0,2990.342285,4,19211.60627,26202.70858,0,2015,22,39.88,-105.05,CO,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
278,65,F,0,28,41743,1,0,Rent,15005,3/24/2016,0,1,3,1,3204.851078,4,9196.361108,14926.23874,0,2016,24,40.63,-80.22,PA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.3
279,47,F,1,82,38511,1,1,Rent,50009,12/7/2015,4,0,93,1,10563.01678,6,13428.66218,15892.88738,0,2015,7,41.65,-93.47,IA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7
280,40,M,1,89,36891,0,0,Rent,20165,8/26/2016,0,0,94,1,6250.153028,3,16365.91403,39092.42649,0,2016,26,39.06,-77.39,VA,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2
283,38,F,1,67,36369,1,0,Rent,80026,2/7/2015,0,0,50,1,9063.804963,4,22138.37828,47412.80332,0,2015,7,39.99,-105.09,CO,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2
284,44,F,1,67,37833,1,1,Own,15012,1/5/2016,1,1,95,1,3075.579175,8,22154.90606,32911.57387,0,2016,5,40.12,-79.86,PA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
285,52,M,1,87,39511,1,0,Rent,50022,12/27/2016,0,0,1,1,1937.791819,7,29189.09873,5044.125448,0,2016,27,41.39,-95.01,IA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.5
287,43,M,1,71,37611,1,1,Rent,80012,12/7/2016,1,0,50,1,6650.958687,5,18972.58388,24648.50357,0,2016,7,39.69,-104.81,CO,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9
288,44,M,0,22,37839,0,0,Rent,80025,3/31/2015,1,0,50,0,11151.03374,4,17982.37331,14789.27281,1,2015,31,39.94,-105.28,CO,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.2
292,33,M,1,88,34971,1,0,Rent,85010,1/1/2015,0,0,47,0,2398.934033,3,11090.99672,25922.99117,0,2015,1,33.46,-111.98,AZ,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
294,37,F,1,29,36119,1,0,Rent,50041,6/28/2015,1,0,1,0,4734.887193,6,26761.51028,18552.79651,0,2015,28,42.64,-93.25,IA,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8
295,44,F,1,88,37838,1,1,Rent,15025,6/30/2015,0,0,73,0,2917.494285,4,9840.458214,21915.61118,0,2015,30,40.29,-79.88,PA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.3
296,45,F,1,79,38084,1,1,Rent,20115,7/22/2016,0,0,82,1,3209.017019,4,7548.164118,35462.55061,0,2016,22,38.87,-77.85,VA,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1
298,45,M,0,79,38070,0,1,Own,50044,8/23/2015,0,0,49,1,3840.900549,6,25697.49632,38291.77575,1,2015,23,41.2,-92.88,IA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7
299,41,F,1,69,37157,1,0,Rent,50008,4/1/2015,0,0,18,1,6717.495571,7,42376.85169,11422.32697,0,2015,1,40.7,-93.36,IA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8
300,28,M,1,91,33301,1,1,Rent,20132,11/13/2015,0,0,19,0,2642.671767,4,18974.71464,33214.94434,0,2015,13,39.13,-77.71,VA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
301,32,F,1,71,34661,0,1,Rent,15060,5/4/2016,0,0,58,0,6907.495274,7,33351.83836,9890.160371,0,2016,4,40.37,-80.29,PA,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.4
302,37,M,1,86,36111,1,1,Rent,80020,4/25/2015,2,0,97,1,4671.427923,2,34739.44764,14240.38272,0,2015,25,39.94,-105.06,CO,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
303,22,M,1,67,30913,1,0,Rent,15021,1/26/2016,0,0,0,0,4466.460396,5,11015.74761,38589.60187,0,2016,26,40.38,-80.39,PA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.3
305,22,M,0,95,30920,1,1,Rent,15022,11/12/2016,0,0,91,1,8030.423032,4,36418.85868,23697.85285,0,2016,12,40.13,-79.9,PA,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.4
306,41,F,1,74,37127,0,0,Rent,20111,4/10/2015,0,0,0,0,8270.707608,9,9657.022189,11697.4505,1,2015,10,38.75,-77.43,VA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
307,58,F,1,69,40598,1,1,Own,20120,6/5/2015,0,0,2,0,3256.502253,8,28175.41166,12866.5444,1,2015,5,38.84,-77.44,VA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5
309,64,F,0,65,41597,1,1,Rent,85040,3/3/2015,1,0,89,1,4470.358921,6,15644.37243,21715.5041,0,2015,3,33.4,-112.02,AZ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
310,51,M,1,84,39321,1,0,Own,50008,12/18/2015,2,1,50,1,5308.094035,11,16792.65781,49550.97728,0,2015,18,40.7,-93.36,IA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7
311,33,F,1,79,34978,0,1,Own,50005,10/13/2016,3,0,30,1,3042.668244,10,12513.91085,18471.02271,0,2016,13,42.11,-92.98,IA,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
312,49,M,1,87,38924,1,0,Own,85074,6/13/2016,0,1,22,0,5675.452478,6,61536.89346,13662.64009,0,2016,13,33.45,-112.09,AZ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.4
